"row","country","year","poldis","ecdis"
"2074","GREECE",1940,-99,-99
"2075","GREECE",1945,-99,-99
"2076","GREECE",1950,-99,-99
"2077","GREECE",1955,-99,-99
"2078","GREECE",1960,-99,-99
"2079","GREECE",1965,-99,-99
"2080","GREECE",1970,-99,-99
"2081","GREECE",1975,-99,-99
"2082","GREECE",1980,3,3
"2083","GREECE",1985,-99,-99
"2084","GREECE",1986,-99,-99
"2085","GREECE",1987,-99,-99
"2086","GREECE",1988,-99,-99
"2087","GREECE",1989,-99,-99
"2088","GREECE",1990,3,3
"2089","GREECE",1991,3,3
"2090","GREECE",1992,3,3
"2091","GREECE",1993,3,3
"2092","GREECE",1994,3,3
"2093","GREECE",1995,3,3
"2094","GREECE",1996,3,3
"2095","GREECE",1997,3,3
"2096","GREECE",1998,3,3
"2097","GREECE",1999,3,3
"2098","GREECE",2000,3,3
"2099","GREECE",2001,3,3
"2100","GREECE",2002,3,3
"2101","GREECE",2003,3,3
"2102","GREECE",1940,-99,-99
"2103","GREECE",1945,-99,-99
"2104","GREECE",1950,-99,-99
"2105","GREECE",1955,-99,-99
"2106","GREECE",1960,-99,-99
"2107","GREECE",1965,-99,-99
"2108","GREECE",1970,-99,-99
"2109","GREECE",1975,-99,-99
"2110","GREECE",1980,4,3
"2111","GREECE",1985,-99,-99
"2112","GREECE",1986,-99,-99
"2113","GREECE",1987,-99,-99
"2114","GREECE",1988,-99,-99
"2115","GREECE",1989,-99,-99
"2116","GREECE",1990,4,3
"2117","GREECE",1991,4,3
"2118","GREECE",1992,4,3
"2119","GREECE",1993,4,3
"2120","GREECE",1994,4,3
"2121","GREECE",1995,4,3
"2122","GREECE",1996,4,3
"2123","GREECE",1997,4,3
"2124","GREECE",1998,4,3
"2125","GREECE",1999,4,3
"2126","GREECE",2000,4,3
"2127","GREECE",2001,4,3
"2128","GREECE",2002,4,3
"2129","GREECE",2003,4,3
"2130","CYPRUS",1960,-99,-99
"2131","CYPRUS",1965,-99,-99
"2132","CYPRUS",1970,-99,-99
"2133","CYPRUS",1975,-99,-99
"2134","CYPRUS",1980,0,0
"2135","CYPRUS",1985,-99,-99
"2136","CYPRUS",1986,-99,-99
"2137","CYPRUS",1987,-99,-99
"2138","CYPRUS",1988,-99,-99
"2139","CYPRUS",1989,-99,-99
"2140","CYPRUS",1990,0,0
"2141","CYPRUS",1991,0,0
"2142","CYPRUS",1992,0,0
"2143","CYPRUS",1993,0,0
"2144","CYPRUS",1994,0,0
"2145","CYPRUS",1995,0,0
"2146","CYPRUS",1996,0,0
"2147","CYPRUS",1997,0,0
"2148","CYPRUS",1998,0,0
"2149","CYPRUS",1999,0,0
"2150","CYPRUS",2000,0,0
"2151","CYPRUS",2001,0,0
"2152","CYPRUS",2002,0,0
"2153","CYPRUS",2003,0,0
"2154","BULGARIA",1940,-99,-99
"2155","BULGARIA",1945,-99,-99
"2156","BULGARIA",1950,-99,-99
"2157","BULGARIA",1955,-99,-99
"2158","BULGARIA",1960,-99,-99
"2159","BULGARIA",1965,-99,-99
"2160","BULGARIA",1970,-99,-99
"2161","BULGARIA",1975,-99,-99
"2162","BULGARIA",1980,4,4
"2163","BULGARIA",1985,-99,-99
"2164","BULGARIA",1986,-99,-99
"2165","BULGARIA",1987,-99,-99
"2166","BULGARIA",1988,-99,-99
"2167","BULGARIA",1989,-99,-99
"2168","BULGARIA",1990,0,3
"2169","BULGARIA",1991,0,3
"2170","BULGARIA",1992,0,3
"2171","BULGARIA",1993,0,3
"2172","BULGARIA",1994,0,3
"2173","BULGARIA",1995,0,3
"2174","BULGARIA",1996,0,3
"2175","BULGARIA",1997,0,3
"2176","BULGARIA",1998,0,3
"2177","BULGARIA",1999,0,3
"2178","BULGARIA",2000,0,3
"2179","BULGARIA",2001,0,3
"2180","BULGARIA",2002,0,3
"2181","BULGARIA",2003,0,3
"2182","BULGARIA",1940,-99,-99
"2183","BULGARIA",1945,-99,-99
"2184","BULGARIA",1950,-99,-99
"2185","BULGARIA",1955,-99,-99
"2186","BULGARIA",1960,-99,-99
"2187","BULGARIA",1965,-99,-99
"2188","BULGARIA",1970,-99,-99
"2189","BULGARIA",1975,-99,-99
"2190","BULGARIA",1980,4,4
"2191","BULGARIA",1985,-99,-99
"2192","BULGARIA",1986,-99,-99
"2193","BULGARIA",1987,-99,-99
"2194","BULGARIA",1988,-99,-99
"2195","BULGARIA",1989,-99,-99
"2196","BULGARIA",1990,3,3
"2197","BULGARIA",1991,3,3
"2198","BULGARIA",1992,3,3
"2199","BULGARIA",1993,3,3
"2200","BULGARIA",1994,3,3
"2201","BULGARIA",1995,3,3
"2202","BULGARIA",1996,3,3
"2203","BULGARIA",1997,3,3
"2204","BULGARIA",1998,3,3
"2205","BULGARIA",1999,3,3
"2206","BULGARIA",2000,3,3
"2207","BULGARIA",2001,3,3
"2208","BULGARIA",2002,3,1
"2209","BULGARIA",2003,3,1
"2210","MOLDOVA",1991,2,0
"2211","MOLDOVA",1992,2,0
"2212","MOLDOVA",1993,2,0
"2213","MOLDOVA",1994,1,0
"2214","MOLDOVA",1995,1,0
"2215","MOLDOVA",1996,1,0
"2216","MOLDOVA",1997,1,0
"2217","MOLDOVA",1998,1,0
"2218","MOLDOVA",1999,1,0
"2219","MOLDOVA",2000,1,0
"2220","MOLDOVA",2001,1,0
"2221","MOLDOVA",2002,1,0
"2222","MOLDOVA",2003,1,0
"2223","MOLDOVA",1991,0,0
"2224","MOLDOVA",1992,0,0
"2225","MOLDOVA",1993,0,0
"2226","MOLDOVA",1994,0,0
"2227","MOLDOVA",1995,0,0
"2228","MOLDOVA",1996,0,0
"2229","MOLDOVA",1997,0,0
"2230","MOLDOVA",1998,0,0
"2231","MOLDOVA",1999,0,0
"2232","MOLDOVA",2000,0,0
"2233","MOLDOVA",2001,0,0
"2234","MOLDOVA",2002,0,0
"2235","MOLDOVA",2003,0,0
"2236","ROMANIA",1940,-99,-99
"2237","ROMANIA",1945,-99,-99
"2238","ROMANIA",1950,-99,-99
"2239","ROMANIA",1955,-99,-99
"2240","ROMANIA",1960,-99,-99
"2241","ROMANIA",1965,-99,-99
"2242","ROMANIA",1970,-99,-99
"2243","ROMANIA",1975,-99,-99
"2244","ROMANIA",1980,0,0
"2245","ROMANIA",1985,-99,-99
"2246","ROMANIA",1986,-99,-99
"2247","ROMANIA",1987,-99,-99
"2248","ROMANIA",1988,-99,-99
"2249","ROMANIA",1989,-99,-99
"2250","ROMANIA",1990,-99,-99
"2251","ROMANIA",1991,-99,-99
"2252","ROMANIA",1992,-99,-99
"2253","ROMANIA",1993,-99,-99
"2254","ROMANIA",1994,-99,-99
"2255","ROMANIA",1995,-99,-99
"2256","ROMANIA",1996,-99,-99
"2257","ROMANIA",1997,-99,-99
"2258","ROMANIA",1998,-99,-99
"2259","ROMANIA",1999,-99,-99
"2260","ROMANIA",2000,-99,-99
"2261","ROMANIA",2001,-99,-99
"2262","ROMANIA",2002,-99,-99
"2263","ROMANIA",2003,-99,-99
"2264","ROMANIA",1940,-99,-99
"2265","ROMANIA",1945,-99,-99
"2266","ROMANIA",1950,-99,-99
"2267","ROMANIA",1955,-99,-99
"2268","ROMANIA",1960,-99,-99
"2269","ROMANIA",1965,-99,-99
"2270","ROMANIA",1970,-99,-99
"2271","ROMANIA",1975,-99,-99
"2272","ROMANIA",1980,4,4
"2273","ROMANIA",1985,-99,-99
"2274","ROMANIA",1986,-99,-99
"2275","ROMANIA",1987,-99,-99
"2276","ROMANIA",1988,-99,-99
"2277","ROMANIA",1989,-99,-99
"2278","ROMANIA",1990,4,4
"2279","ROMANIA",1991,3,0
"2280","ROMANIA",1992,3,0
"2281","ROMANIA",1993,3,0
"2282","ROMANIA",1994,3,0
"2283","ROMANIA",1995,3,0
"2284","ROMANIA",1996,3,0
"2285","ROMANIA",1997,1,0
"2286","ROMANIA",1998,1,0
"2287","ROMANIA",1999,1,0
"2288","ROMANIA",2000,1,0
"2289","ROMANIA",2001,1,0
"2290","ROMANIA",2002,1,0
"2291","ROMANIA",2003,1,0
"2292","ROMANIA",1940,-99,-99
"2293","ROMANIA",1945,-99,-99
"2294","ROMANIA",1950,-99,-99
"2295","ROMANIA",1955,-99,-99
"2296","ROMANIA",1960,-99,-99
"2297","ROMANIA",1965,-99,-99
"2298","ROMANIA",1970,-99,-99
"2299","ROMANIA",1975,-99,-99
"2300","ROMANIA",1980,4,4
"2301","ROMANIA",1985,-99,-99
"2302","ROMANIA",1986,-99,-99
"2303","ROMANIA",1987,-99,-99
"2304","ROMANIA",1988,-99,-99
"2305","ROMANIA",1989,-99,-99
"2306","ROMANIA",1990,4,4
"2307","ROMANIA",1991,3,3
"2308","ROMANIA",1992,3,3
"2309","ROMANIA",1993,3,3
"2310","ROMANIA",1994,3,3
"2311","ROMANIA",1995,3,3
"2312","ROMANIA",1996,3,3
"2313","ROMANIA",1997,3,3
"2314","ROMANIA",1998,3,3
"2315","ROMANIA",1999,3,3
"2316","ROMANIA",2000,3,3
"2317","ROMANIA",2001,3,3
"2318","ROMANIA",2002,3,3
"2319","ROMANIA",2003,3,3
"2320","USSR",1940,-99,-99
"2321","USSR",1945,-99,-99
"2322","USSR",1950,-99,-99
"2323","USSR",1955,-99,-99
"2324","USSR",1960,-99,-99
"2325","USSR",1965,-99,-99
"2326","USSR",1970,-99,-99
"2327","USSR",1975,-99,-99
"2328","USSR",1980,0,0
"2329","USSR",1985,-99,-99
"2330","USSR",1986,-99,-99
"2331","USSR",1987,-99,-99
"2332","USSR",1988,-99,-99
"2333","USSR",1989,-99,-99
"2334","USSR",1990,-99,-99
"2335","USSR",1991,-99,-99
"2336","USSR",1940,-99,-99
"2337","USSR",1945,-99,-99
"2338","USSR",1950,-99,-99
"2339","USSR",1955,-99,-99
"2340","USSR",1960,-99,-99
"2341","USSR",1965,-99,-99
"2342","USSR",1970,-99,-99
"2343","USSR",1975,-99,-99
"2344","USSR",1980,0,0
"2345","USSR",1985,-99,-99
"2346","USSR",1986,-99,-99
"2347","USSR",1987,-99,-99
"2348","USSR",1988,-99,-99
"2349","USSR",1989,-99,-99
"2350","USSR",1990,-99,-99
"2351","USSR",1991,-99,-99
"2352","USSR",1940,-99,-99
"2353","USSR",1945,-99,-99
"2354","USSR",1950,-99,-99
"2355","USSR",1955,-99,-99
"2356","USSR",1960,-99,-99
"2357","USSR",1965,-99,-99
"2358","USSR",1970,-99,-99
"2359","USSR",1975,-99,-99
"2360","USSR",1980,1,1
"2361","USSR",1985,-99,-99
"2362","USSR",1986,-99,-99
"2363","USSR",1987,-99,-99
"2364","USSR",1988,-99,-99
"2365","USSR",1989,-99,-99
"2366","USSR",1990,-99,-99
"2367","USSR",1991,-99,-99
"2368","RUSSIA",1992,2,2
"2369","RUSSIA",1993,2,2
"2370","RUSSIA",1994,4,4
"2371","RUSSIA",1995,4,4
"2372","RUSSIA",1996,4,4
"2373","RUSSIA",1997,0,3
"2374","RUSSIA",1998,0,3
"2375","RUSSIA",1999,4,4
"2376","RUSSIA",2000,4,4
"2377","RUSSIA",2001,4,4
"2378","RUSSIA",2002,4,4
"2379","RUSSIA",2003,4,4
"2380","USSR",1940,-99,-99
"2381","USSR",1945,-99,-99
"2382","USSR",1950,-99,-99
"2383","USSR",1955,-99,-99
"2384","USSR",1960,-99,-99
"2385","USSR",1965,-99,-99
"2386","USSR",1970,-99,-99
"2387","USSR",1975,-99,-99
"2388","USSR",1980,0,0
"2389","USSR",1985,-99,-99
"2390","USSR",1986,-99,-99
"2391","USSR",1987,-99,-99
"2392","USSR",1988,-99,-99
"2393","USSR",1989,-99,-99
"2394","USSR",1990,-99,-99
"2395","USSR",1991,-99,-99
"2396","RUSSIA",1992,0,0
"2397","RUSSIA",1993,0,0
"2398","RUSSIA",1994,0,0
"2399","RUSSIA",1995,0,0
"2400","RUSSIA",1996,0,0
"2401","RUSSIA",1997,0,0
"2402","RUSSIA",1998,0,0
"2403","RUSSIA",1999,0,0
"2404","RUSSIA",2000,0,0
"2405","RUSSIA",2001,0,0
"2406","RUSSIA",2002,0,0
"2407","RUSSIA",2003,0,0
"2408","USSR",1940,-99,-99
"2409","USSR",1945,-99,-99
"2410","USSR",1950,-99,-99
"2411","USSR",1955,-99,-99
"2412","USSR",1960,-99,-99
"2413","USSR",1965,-99,-99
"2414","USSR",1970,-99,-99
"2415","USSR",1975,-99,-99
"2416","USSR",1980,2,0
"2417","USSR",1985,-99,-99
"2418","USSR",1986,-99,-99
"2419","USSR",1987,-99,-99
"2420","USSR",1988,-99,-99
"2421","USSR",1989,-99,-99
"2422","USSR",1990,-99,-99
"2423","USSR",1991,-99,-99
"2424","USSR",1940,-99,-99
"2425","USSR",1945,-99,-99
"2426","USSR",1950,-99,-99
"2427","USSR",1955,-99,-99
"2428","USSR",1960,-99,-99
"2429","USSR",1965,-99,-99
"2430","USSR",1970,-99,-99
"2431","USSR",1975,-99,-99
"2432","USSR",1980,0,0
"2433","USSR",1985,-99,-99
"2434","USSR",1986,-99,-99
"2435","USSR",1987,-99,-99
"2436","USSR",1988,-99,-99
"2437","USSR",1989,-99,-99
"2438","USSR",1990,-99,-99
"2439","USSR",1991,-99,-99
"2440","USSR",1940,-99,-99
"2441","USSR",1945,-99,-99
"2442","USSR",1950,-99,-99
"2443","USSR",1955,-99,-99
"2444","USSR",1960,-99,-99
"2445","USSR",1965,-99,-99
"2446","USSR",1970,-99,-99
"2447","USSR",1975,-99,-99
"2448","USSR",1980,2,0
"2449","USSR",1985,-99,-99
"2450","USSR",1986,-99,-99
"2451","USSR",1987,-99,-99
"2452","USSR",1988,-99,-99
"2453","USSR",1989,-99,-99
"2454","USSR",1990,-99,-99
"2455","USSR",1991,-99,-99
"2456","USSR",1940,-99,-99
"2457","USSR",1945,-99,-99
"2458","USSR",1950,-99,-99
"2459","USSR",1955,-99,-99
"2460","USSR",1960,-99,-99
"2461","USSR",1965,-99,-99
"2462","USSR",1970,-99,-99
"2463","USSR",1975,-99,-99
"2464","USSR",1980,3,0
"2465","USSR",1985,-99,-99
"2466","USSR",1986,-99,-99
"2467","USSR",1987,-99,-99
"2468","USSR",1988,-99,-99
"2469","USSR",1989,-99,-99
"2470","USSR",1990,-99,-99
"2471","USSR",1991,-99,-99
"2472","RUSSIA",1992,0,0
"2473","RUSSIA",1993,0,0
"2474","RUSSIA",1994,0,0
"2475","RUSSIA",1995,0,0
"2476","RUSSIA",1996,0,0
"2477","RUSSIA",1997,0,0
"2478","RUSSIA",1998,0,0
"2479","RUSSIA",1999,0,0
"2480","RUSSIA",2000,0,0
"2481","RUSSIA",2001,0,0
"2482","RUSSIA",2002,0,0
"2483","RUSSIA",2003,0,0
"2484","USSR",1940,-99,-99
"2485","USSR",1945,-99,-99
"2486","USSR",1950,-99,-99
"2487","USSR",1955,-99,-99
"2488","USSR",1960,-99,-99
"2489","USSR",1965,-99,-99
"2490","USSR",1970,-99,-99
"2491","USSR",1975,-99,-99
"2492","USSR",1980,1,1
"2493","USSR",1985,-99,-99
"2494","USSR",1986,-99,-99
"2495","USSR",1987,-99,-99
"2496","USSR",1988,-99,-99
"2497","USSR",1989,-99,-99
"2498","USSR",1990,-99,-99
"2499","USSR",1991,-99,-99
"2500","USSR",1940,-99,-99
"2501","USSR",1945,-99,-99
"2502","USSR",1950,-99,-99
"2503","USSR",1955,-99,-99
"2504","USSR",1960,-99,-99
"2505","USSR",1965,-99,-99
"2506","USSR",1970,-99,-99
"2507","USSR",1975,-99,-99
"2508","USSR",1980,1,1
"2509","USSR",1985,-99,-99
"2510","USSR",1986,-99,-99
"2511","USSR",1987,-99,-99
"2512","USSR",1988,-99,-99
"2513","USSR",1989,-99,-99
"2514","USSR",1990,-99,-99
"2515","USSR",1991,-99,-99
"2516","USSR",1940,-99,-99
"2517","USSR",1945,-99,-99
"2518","USSR",1950,-99,-99
"2519","USSR",1955,-99,-99
"2520","USSR",1960,-99,-99
"2521","USSR",1965,-99,-99
"2522","USSR",1970,-99,-99
"2523","USSR",1975,-99,-99
"2524","USSR",1980,2,2
"2525","USSR",1985,-99,-99
"2526","USSR",1986,-99,-99
"2527","USSR",1987,-99,-99
"2528","USSR",1988,-99,-99
"2529","USSR",1989,-99,-99
"2530","USSR",1990,-99,-99
"2531","USSR",1991,-99,-99
"2532","USSR",1940,-99,-99
"2533","USSR",1945,-99,-99
"2534","USSR",1950,-99,-99
"2535","USSR",1960,-99,-99
"2536","USSR",1965,-99,-99
"2537","USSR",1970,-99,-99
"2538","USSR",1975,-99,-99
"2539","USSR",1980,2,0
"2540","USSR",1985,-99,-99
"2541","USSR",1986,-99,-99
"2542","USSR",1987,-99,-99
"2543","USSR",1988,-99,-99
"2544","USSR",1989,-99,-99
"2545","USSR",1990,-99,-99
"2546","USSR",1991,-99,-99
"2547","USSR",1940,-99,-99
"2548","USSR",1945,-99,-99
"2549","USSR",1950,-99,-99
"2550","USSR",1955,-99,-99
"2551","USSR",1960,-99,-99
"2552","USSR",1965,-99,-99
"2553","USSR",1970,-99,-99
"2554","USSR",1975,-99,-99
"2555","USSR",1980,2,0
"2556","USSR",1985,-99,-99
"2557","USSR",1986,-99,-99
"2558","USSR",1987,-99,-99
"2559","USSR",1988,-99,-99
"2560","USSR",1989,-99,-99
"2561","USSR",1990,-99,-99
"2562","USSR",1991,-99,-99
"2563","RUSSIA",1992,2,3
"2564","RUSSIA",1993,2,3
"2565","RUSSIA",1994,2,3
"2566","RUSSIA",1995,2,3
"2567","RUSSIA",1996,2,3
"2568","RUSSIA",1997,2,3
"2569","RUSSIA",1998,2,3
"2570","RUSSIA",1999,2,3
"2571","RUSSIA",2000,2,3
"2572","RUSSIA",2001,2,3
"2573","RUSSIA",2002,2,3
"2574","RUSSIA",2003,2,3
"2575","USSR",1940,-99,-99
"2576","USSR",1945,-99,-99
"2577","USSR",1950,-99,-99
"2578","USSR",1955,-99,-99
"2579","USSR",1960,-99,-99
"2580","USSR",1965,-99,-99
"2581","USSR",1970,-99,-99
"2582","USSR",1975,-99,-99
"2583","USSR",1980,1,1
"2584","USSR",1985,-99,-99
"2585","USSR",1986,-99,-99
"2586","USSR",1987,-99,-99
"2587","USSR",1988,-99,-99
"2588","USSR",1989,-99,-99
"2589","USSR",1990,-99,-99
"2590","USSR",1991,-99,-99
"2591","USSR",1940,-99,-99
"2592","USSR",1945,-99,-99
"2593","USSR",1950,-99,-99
"2594","USSR",1955,-99,-99
"2595","USSR",1960,-99,-99
"2596","USSR",1965,-99,-99
"2597","USSR",1970,-99,-99
"2598","USSR",1975,-99,-99
"2599","USSR",1980,0,1
"2600","USSR",1985,-99,-99
"2601","USSR",1986,-99,-99
"2602","USSR",1987,-99,-99
"2603","USSR",1988,-99,-99
"2604","USSR",1989,-99,-99
"2605","USSR",1990,-99,-99
"2606","USSR",1991,-99,-99
"2607","USSR",1940,-99,-99
"2608","USSR",1945,-99,-99
"2609","USSR",1950,-99,-99
"2610","USSR",1955,-99,-99
"2611","USSR",1960,-99,-99
"2612","USSR",1965,-99,-99
"2613","USSR",1970,-99,-99
"2614","USSR",1975,-99,-99
"2615","USSR",1980,0,0
"2616","USSR",1985,-99,-99
"2617","USSR",1986,-99,-99
"2618","USSR",1987,-99,-99
"2619","USSR",1988,-99,-99
"2620","USSR",1989,-99,-99
"2621","USSR",1990,-99,-99
"2622","USSR",1991,-99,-99
"2623","USSR",1940,-99,-99
"2624","USSR",1945,-99,-99
"2625","USSR",1950,-99,-99
"2626","USSR",1955,-99,-99
"2627","USSR",1960,-99,-99
"2628","USSR",1965,-99,-99
"2629","USSR",1970,-99,-99
"2630","USSR",1975,-99,-99
"2631","USSR",1980,1,1
"2632","USSR",1985,-99,-99
"2633","USSR",1986,-99,-99
"2634","USSR",1987,-99,-99
"2635","USSR",1988,-99,-99
"2636","USSR",1989,-99,-99
"2637","USSR",1990,-99,-99
"2638","USSR",1991,-99,-99
"2639","USSR",1940,-99,-99
"2640","USSR",1945,-99,-99
"2641","USSR",1950,-99,-99
"2642","USSR",1955,-99,-99
"2643","USSR",1960,-99,-99
"2644","USSR",1965,-99,-99
"2645","USSR",1970,-99,-99
"2646","USSR",1975,-99,-99
"2647","USSR",1980,0,0
"2648","USSR",1985,-99,-99
"2649","USSR",1986,-99,-99
"2650","USSR",1987,-99,-99
"2651","USSR",1988,-99,-99
"2652","USSR",1989,-99,-99
"2653","USSR",1990,-99,-99
"2654","USSR",1991,-99,-99
"2655","RUSSIA",1992,0,0
"2656","RUSSIA",1993,0,0
"2657","RUSSIA",1994,0,0
"2658","RUSSIA",1995,0,0
"2659","RUSSIA",1996,0,0
"2660","RUSSIA",1997,0,0
"2661","RUSSIA",1998,0,0
"2662","RUSSIA",1999,0,0
"2663","RUSSIA",2000,0,0
"2664","RUSSIA",2001,0,0
"2665","RUSSIA",2002,0,0
"2666","RUSSIA",2003,0,0
"2667","RUSSIA",1992,0,0
"2668","RUSSIA",1993,0,0
"2669","RUSSIA",1994,0,0
"2670","RUSSIA",1995,0,0
"2671","RUSSIA",1996,0,0
"2672","RUSSIA",1997,0,0
"2673","RUSSIA",1998,0,0
"2674","RUSSIA",1999,0,0
"2675","RUSSIA",2000,0,0
"2676","RUSSIA",2001,0,0
"2677","RUSSIA",2002,0,0
"2678","RUSSIA",2003,0,0
"2679","RUSSIA",1992,2,2
"2680","RUSSIA",1993,2,2
"2681","RUSSIA",1994,2,2
"2682","RUSSIA",1995,2,2
"2683","RUSSIA",1996,0,2
"2684","RUSSIA",1997,0,2
"2685","RUSSIA",1998,0,2
"2686","RUSSIA",1999,0,2
"2687","RUSSIA",2000,0,2
"2688","RUSSIA",2001,0,2
"2689","RUSSIA",2002,0,2
"2690","RUSSIA",2003,0,2
"2691","RUSSIA",1992,0,1
"2692","RUSSIA",1993,0,1
"2693","RUSSIA",1994,0,1
"2694","RUSSIA",1995,0,1
"2695","RUSSIA",1996,0,1
"2696","RUSSIA",1997,0,1
"2697","RUSSIA",1998,0,1
"2698","RUSSIA",1999,0,1
"2699","RUSSIA",2000,0,1
"2700","RUSSIA",2001,0,1
"2701","RUSSIA",2002,0,1
"2702","RUSSIA",2003,0,1
"2703","RUSSIA",1992,2,0
"2704","RUSSIA",1993,2,0
"2705","RUSSIA",1994,1,0
"2706","RUSSIA",1995,1,0
"2707","RUSSIA",1996,1,0
"2708","RUSSIA",1997,1,0
"2709","RUSSIA",1998,1,0
"2710","RUSSIA",1999,1,0
"2711","RUSSIA",2000,1,0
"2712","RUSSIA",2001,1,0
"2713","RUSSIA",2002,1,0
"2714","RUSSIA",2003,1,0
"2715","RUSSIA",1992,0,2
"2716","RUSSIA",1993,0,2
"2717","RUSSIA",1994,0,2
"2718","RUSSIA",1995,0,2
"2719","RUSSIA",1996,0,2
"2720","RUSSIA",1997,0,2
"2721","RUSSIA",1998,0,2
"2722","RUSSIA",1999,0,2
"2723","RUSSIA",2000,0,2
"2724","RUSSIA",2001,0,2
"2725","RUSSIA",2002,0,2
"2726","RUSSIA",2003,0,2
"2727","RUSSIA",1992,0,2
"2728","RUSSIA",1993,0,2
"2729","RUSSIA",1994,0,2
"2730","RUSSIA",1995,0,2
"2731","RUSSIA",1996,0,2
"2732","RUSSIA",1997,0,2
"2733","RUSSIA",1998,0,2
"2734","RUSSIA",1999,0,2
"2735","RUSSIA",2000,0,2
"2736","RUSSIA",2001,0,2
"2737","RUSSIA",2002,0,2
"2738","RUSSIA",2003,0,2
"2739","ESTONIA",1991,4,3
"2740","ESTONIA",1992,4,3
"2741","ESTONIA",1993,4,3
"2742","ESTONIA",1994,4,3
"2743","ESTONIA",1995,4,3
"2744","ESTONIA",1996,1,1
"2745","ESTONIA",1997,1,1
"2746","ESTONIA",1998,1,1
"2747","ESTONIA",1999,0,1
"2748","ESTONIA",2000,0,1
"2749","ESTONIA",2001,0,1
"2750","ESTONIA",2002,0,1
"2751","ESTONIA",2003,0,1
"2752","LATVIA",1991,4,4
"2753","LATVIA",1992,4,4
"2754","LATVIA",1993,4,4
"2755","LATVIA",1994,4,4
"2756","LATVIA",1995,4,4
"2757","LATVIA",1996,4,4
"2758","LATVIA",1997,4,4
"2759","LATVIA",1998,1,3
"2760","LATVIA",1999,1,3
"2761","LATVIA",2000,1,3
"2762","LATVIA",2001,1,3
"2763","LATVIA",2002,1,3
"2764","LATVIA",2003,1,3
"2765","LITHUANIA",1991,0,0
"2766","LITHUANIA",1992,0,0
"2767","LITHUANIA",1993,0,0
"2768","LITHUANIA",1994,0,0
"2769","LITHUANIA",1995,0,0
"2770","LITHUANIA",1996,0,0
"2771","LITHUANIA",1997,0,0
"2772","LITHUANIA",1998,0,0
"2773","LITHUANIA",1999,0,0
"2774","LITHUANIA",2000,0,0
"2775","LITHUANIA",2001,0,0
"2776","LITHUANIA",2002,0,0
"2777","LITHUANIA",2003,0,0
"2778","LITHUANIA",1991,0,0
"2779","LITHUANIA",1992,0,0
"2780","LITHUANIA",1993,0,0
"2781","LITHUANIA",1994,0,0
"2782","LITHUANIA",1995,0,0
"2783","LITHUANIA",1996,0,0
"2784","LITHUANIA",1997,0,0
"2785","LITHUANIA",1998,0,0
"2786","LITHUANIA",1999,0,0
"2787","LITHUANIA",2000,0,0
"2788","LITHUANIA",2001,0,0
"2789","LITHUANIA",2002,0,0
"2790","LITHUANIA",2003,0,0
"2791","UKRAINE",1991,0,0
"2792","UKRAINE",1992,0,0
"2793","UKRAINE",1993,0,0
"2794","UKRAINE",1994,0,0
"2795","UKRAINE",1995,0,0
"2796","UKRAINE",1996,0,0
"2797","UKRAINE",1997,0,0
"2798","UKRAINE",1998,0,0
"2799","UKRAINE",1999,0,0
"2800","UKRAINE",2000,0,0
"2801","UKRAINE",2001,0,0
"2802","UKRAINE",2002,0,0
"2803","UKRAINE",2003,0,0
"2804","UKRAINE",1991,1,2
"2805","UKRAINE",1992,1,2
"2806","UKRAINE",1993,1,2
"2807","UKRAINE",1994,1,2
"2808","UKRAINE",1995,1,2
"2809","UKRAINE",1996,1,2
"2810","UKRAINE",1997,1,2
"2811","UKRAINE",1998,1,2
"2812","UKRAINE",1999,1,2
"2813","UKRAINE",2000,1,2
"2814","UKRAINE",2001,2,2
"2815","UKRAINE",2002,2,2
"2816","UKRAINE",2003,2,2
"2817","UKRAINE",1991,0,0
"2818","UKRAINE",1992,0,0
"2819","UKRAINE",1993,0,0
"2820","UKRAINE",1994,0,0
"2821","UKRAINE",1995,0,0
"2822","UKRAINE",1996,0,0
"2823","UKRAINE",1997,0,0
"2824","UKRAINE",1998,0,0
"2825","UKRAINE",1999,0,0
"2826","UKRAINE",2000,0,0
"2827","UKRAINE",2001,0,0
"2828","UKRAINE",2002,0,0
"2829","UKRAINE",2003,0,0
"2830","BELARUS",1991,0,0
"2831","BELARUS",1992,0,0
"2832","BELARUS",1993,0,0
"2833","BELARUS",1994,0,0
"2834","BELARUS",1995,0,0
"2835","BELARUS",1996,0,0
"2836","BELARUS",1997,0,0
"2837","BELARUS",1998,0,0
"2838","BELARUS",1999,0,0
"2839","BELARUS",2000,0,0
"2840","BELARUS",2001,0,0
"2841","BELARUS",2002,0,0
"2842","BELARUS",2003,0,0
"2843","BELARUS",1991,0,0
"2844","BELARUS",1992,0,0
"2845","BELARUS",1993,0,0
"2846","BELARUS",1994,0,0
"2847","BELARUS",1995,0,0
"2848","BELARUS",1996,4,3
"2849","BELARUS",1997,4,3
"2850","BELARUS",1998,0,3
"2851","BELARUS",1999,0,3
"2852","BELARUS",2000,0,3
"2853","BELARUS",2001,0,3
"2854","BELARUS",2002,0,3
"2855","BELARUS",2003,0,3
"2856","GEORGIA",1991,4,0
"2857","GEORGIA",1992,4,0
"2858","GEORGIA",1993,4,0
"2859","GEORGIA",1994,0,0
"2860","GEORGIA",1995,0,0
